raw,rawFiltered,average,std,stdstd
237556,237556,238118.00000000012,5094.46049744123,189.8727561393113,6
238946,238946,238293.9600000001,4966.4735495509385,226.85294078546534,7
239324,239324,238444.9200000001,4880.021946015107,255.73978549070918,8
240367,240367,238639.2200000001,4757.74710252542,292.0910420036034,9
241075,241075,238862.2600000001,4602.784082746984,320.5795971321274,10
238278,238278,239017.9800000001,4446.006605886789,338.5743019633046,11
240635,240635,239194.1200000001,4330.6267751434,366.2871327908754,1
239672,239672,239387.7000000001,4126.52520287819,385.25811713061876,2
240885,240885,239561.8200000001,4000.4279155596405,406.6270661360359,3
242418,242418,239794.7600000001,3816.6408558297444,423.82434659534783,4
